customer_id,purchase_amount,date_purchase
4012,149,9/18/2023
4006,111,8/25/2023
4029,47,8/5/2023
4000,83,9/21/2023
4094,30,10/11/2022
3958,123,11/28/2022
3982,132,2/23/2023
4011,147,4/3/2023
4086,153,7/18/2023
4078,45,8/10/2023
4050,,5/4/2023
4107,71,5/20/2023
4004,181,10/15/2022
4069,67,4/14/2023
3984,23,8/4/2023
4003,,1/1/2023
4047,130,11/3/2022
4054,,8/13/2023
4065,11,3/25/2023
4011,50,7/4/2023
4088,131,5/14/2023
4015,61,1/7/2023
4061,83,10/3/2022
3985,175,4/8/2023
4037,,2/11/2023
3988,176,8/8/2023
4076,146,6/30/2023
3985,19,12/24/2022
4090,54,2/18/2023
3991,55,1/28/2023
4083,19,7/16/2023
4049,111,6/21/2023
4030,57,2/21/2023
4099,84,9/4/2023
3967,12,2/4/2023
3978,164,10/29/2022
4040,,9/24/2023
4083,82,12/16/2022
3986,174,9/22/2023
4055,136,9/14/2023
4029,44,11/9/2022
4073,129,5/28/2023
4110,38,7/4/2023
4036,197,11/28/2022
4070,75,5/2/2023
4014,13,5/31/2023
4098,85,6/16/2023
4061,59,10/4/2022
4031,,4/17/2023
4066,113,8/22/2023
4005,141,4/12/2023
3974,112,8/26/2023
4078,57,2/17/2023
4051,132,9/6/2023
4002,73,1/23/2023
3960,,9/14/2023
4082,124,11/29/2022
3983,94,3/26/2023
4058,195,8/28/2023
4069,76,6/29/2023
4090,187,7/25/2023
3978,180,10/28/2022
3987,,11/23/2022
3993,113,4/14/2023
4058,190,8/31/2023
4059,186,2/8/2023
4108,,7/26/2023
3983,85,9/3/2023
4000,66,12/13/2022
3973,44,9/1/2023
4050,126,6/20/2023
4007,165,11/18/2022
4043,189,3/19/2023
4008,130,10/2/2022
4109,180,1/12/2023
4060,73,5/19/2023
3988,162,10/25/2022
4016,30,11/29/2022
4065,145,6/2/2023
4084,29,10/29/2022
4028,38,8/4/2023
4105,,12/20/2022
4108,139,5/1/2023
4026,147,8/20/2023
4121,,3/3/2023
4059,143,10/23/2022
4048,184,5/18/2023
4078,159,10/26/2022
4111,140,1/14/2023
4060,24,10/17/2022
4081,141,6/21/2023
4087,154,8/20/2023
4028,,7/5/2023
3994,88,10/18/2022
4073,111,6/24/2023
3984,10,8/25/2023
3988,158,11/4/2022
4021,,5/22/2023
4082,189,12/22/2022
4084,,4/25/2023
4016,27,12/17/2022
4117,130,6/29/2023
3991,,12/25/2022
3964,44,8/5/2023
3982,196,5/2/2023
3970,117,7/10/2023
3974,107,12/30/2022
4084,106,8/31/2023
3963,184,3/2/2023
4002,148,3/4/2023
4054,,6/28/2023
4111,40,3/18/2023
4040,,10/17/2022
3996,145,9/5/2023
4034,,10/11/2022
4116,10,5/24/2023
4116,86,12/16/2022
3981,194,6/23/2023
3976,146,6/18/2023
4090,68,9/4/2023
4083,98,7/25/2023
4076,,3/24/2023
4008,,7/18/2023
4032,38,1/4/2023
4084,,8/26/2023
4082,167,8/29/2023
4086,14,5/29/2023
4023,27,8/21/2023
4095,,2/20/2023
4044,,11/16/2022
4095,190,11/9/2022
4096,72,5/4/2023
3961,112,7/5/2023
3965,148,10/3/2022
4067,24,5/6/2023
3987,,8/1/2023
4055,69,9/17/2023
4072,197,11/28/2022
4037,157,8/5/2023
4053,182,4/17/2023
4070,70,11/27/2022
4074,46,12/28/2022
3966,143,5/31/2023
3965,86,4/27/2023
4002,152,4/20/2023
4099,198,12/8/2022
4034,170,10/9/2022
3999,152,7/14/2023
4082,98,10/18/2022
4067,181,6/30/2023
3991,144,12/9/2022
4036,116,10/10/2022
4056,86,2/1/2023
4081,147,8/17/2023
3985,67,12/2/2022
4102,191,5/23/2023
4082,,10/31/2022
4098,24,8/23/2023
4095,116,12/30/2022
4103,44,5/5/2023
4077,75,1/9/2023
4078,175,9/11/2023
4100,,2/14/2023
3997,104,2/22/2023
4086,,2/16/2023
3971,58,1/21/2023
4057,,3/17/2023
4024,164,8/2/2023
4083,28,4/15/2023
4108,,8/20/2023
4053,195,8/31/2023
4114,65,1/4/2023
4047,95,8/26/2023
4029,13,2/8/2023
4039,58,3/22/2023
3972,40,6/26/2023
3964,132,9/15/2023
4108,188,6/7/2023
3968,62,10/5/2022
3989,71,11/12/2022
4050,82,1/1/2023
4046,146,10/7/2022
4106,88,3/2/2023
3963,141,9/5/2023
4117,129,9/3/2023
4044,,12/14/2022
4054,130,3/3/2023
3981,91,12/24/2022
4066,104,9/3/2023
4045,21,4/11/2023
4048,66,1/20/2023
4062,14,4/28/2023
4046,159,8/3/2023
3971,116,10/11/2022
4019,60,7/28/2023
4020,107,11/17/2022
4017,72,12/20/2022
4122,177,1/24/2023
4036,96,5/24/2023
4108,135,4/6/2023
3978,174,2/6/2023
3973,127,10/6/2022
4035,,1/3/2023
3986,53,7/11/2023
4043,,2/15/2023
4000,57,7/20/2023
3962,148,5/21/2023
4094,25,4/27/2023
4040,29,9/27/2023
3966,181,11/1/2022
4074,,2/6/2023
4065,,8/10/2023
4102,,4/12/2023
4088,27,8/30/2023
4064,12,5/19/2023
4025,126,10/2/2022
3962,168,12/8/2022
4077,167,3/1/2023
4107,178,2/3/2023
3962,11,4/12/2023
4038,115,3/13/2023
4053,,12/9/2022
4103,80,9/20/2023
4056,83,3/8/2023
4039,,10/23/2022
4103,182,3/31/2023
3982,55,4/1/2023
4082,,1/23/2023
3982,,9/24/2023
4009,,5/7/2023
4043,,2/9/2023
4084,100,6/15/2023
4085,111,11/11/2022
4043,,9/25/2023
3999,127,7/1/2023
4114,188,5/15/2023
4033,185,4/8/2023
4050,30,2/21/2023
4068,176,9/14/2023
4008,33,10/10/2022
4084,106,2/3/2023
4119,24,4/24/2023
3976,189,9/26/2023
4094,,2/18/2023
4011,121,6/20/2023
4030,94,7/8/2023
4024,34,12/16/2022
3969,20,12/1/2022
4033,187,3/31/2023
4103,131,7/20/2023
4059,29,5/21/2023
4014,81,6/14/2023
4116,154,2/6/2023
3980,55,6/24/2023
4105,90,4/9/2023
3981,,2/20/2023
4108,46,10/1/2023
4043,192,4/24/2023
4026,29,4/30/2023
3974,154,12/18/2022
4102,109,1/11/2023
4092,148,12/6/2022
4078,199,1/28/2023
4066,,5/9/2023
4010,195,10/21/2022
4045,,4/15/2023
3976,98,4/26/2023
4034,,5/27/2023
4086,29,8/7/2023
4033,167,8/17/2023
4067,111,6/29/2023
4095,93,4/28/2023
4037,,2/24/2023
4008,125,7/28/2023
4063,101,11/8/2022
4059,106,12/7/2022
4021,184,4/10/2023
4116,107,7/26/2023
4088,,3/9/2023
4073,73,7/19/2023
4097,31,6/7/2023
4003,107,9/8/2023
3961,172,12/30/2022
4117,,12/10/2022
4089,102,10/27/2022
4004,,2/10/2023
4104,,1/5/2023
4084,102,8/7/2023
4011,36,6/27/2023
4076,,4/18/2023
4025,,1/4/2023
4120,152,12/25/2022
4093,36,4/30/2023
4114,,7/17/2023
4068,33,8/15/2023
4101,93,12/6/2022
4117,13,10/7/2022
3972,109,4/16/2023
4090,195,5/3/2023
4008,72,4/23/2023
4050,53,11/8/2022
4075,53,5/22/2023
3994,,7/20/2023
4018,136,7/27/2023
3995,,4/28/2023
4033,,12/31/2022
4068,86,1/6/2023
4062,29,3/27/2023
4038,73,4/13/2023
3973,136,8/10/2023
4119,60,7/31/2023
4009,44,8/5/2023
4062,111,9/3/2023
4025,168,12/20/2022
4030,94,7/30/2023
4122,120,8/6/2023
3998,176,7/9/2023
4022,44,2/5/2023
4110,164,1/20/2023
4017,61,3/15/2023
4060,55,7/12/2023
4018,91,6/3/2023
3986,187,4/24/2023
3995,157,7/13/2023
4006,93,6/22/2023
3964,110,5/27/2023
4019,154,9/30/2023
4036,,6/12/2023
4075,56,5/20/2023
4081,150,8/10/2023
4100,,1/5/2023
4068,191,4/10/2023
4065,84,5/12/2023
4122,27,10/8/2022
3966,114,3/5/2023
4008,45,12/3/2022
3997,71,2/5/2023
4026,49,2/9/2023
3991,106,6/27/2023
3964,,12/29/2022
4023,132,10/27/2022
4028,146,6/26/2023
4097,187,2/7/2023
4002,19,8/9/2023
4121,102,2/5/2023
3967,147,11/19/2022
4081,31,3/18/2023
3962,,1/12/2023
3971,180,8/6/2023
3978,175,6/29/2023
4037,154,1/7/2023
4111,183,8/4/2023
4033,94,11/14/2022
3973,120,12/20/2022
4061,,12/5/2022
4050,,4/26/2023
3980,142,10/7/2022
4058,186,10/17/2022
3992,124,10/4/2022
4017,128,11/5/2022
3985,160,2/27/2023
4103,48,3/3/2023
4085,16,10/27/2022
3987,85,9/1/2023
4090,31,9/4/2023
4105,,9/24/2023
4091,46,5/28/2023
4021,97,4/24/2023
4084,62,12/16/2022
3980,99,8/13/2023
4017,122,11/5/2022
4110,125,3/7/2023
3988,86,8/31/2023
4037,,9/5/2023
4041,15,1/26/2023
4106,175,10/19/2022
4056,,2/24/2023
4017,199,7/17/2023
4065,54,11/7/2022
4012,94,1/21/2023
3993,128,3/4/2023
3984,113,12/1/2022
4001,57,10/10/2022
4011,120,1/14/2023
4027,198,6/23/2023
4069,60,7/23/2023
4061,119,6/12/2023
4022,190,3/15/2023
4107,81,12/18/2022
3971,26,8/23/2023
4082,147,7/7/2023
4093,,5/30/2023
4052,127,12/8/2022
3985,,10/18/2022
4038,135,7/31/2023
4096,173,8/11/2023
4065,109,7/5/2023
4078,160,5/12/2023
4020,,8/27/2023
4028,127,3/18/2023
3994,182,9/10/2023
4049,86,4/16/2023
4078,161,3/3/2023
4051,,12/22/2022
4035,,9/8/2023
3962,,9/24/2023
4122,56,12/10/2022
4112,46,3/2/2023
3965,117,10/7/2022
3970,157,3/19/2023
4018,57,8/15/2023
4021,147,9/30/2023
4098,175,8/30/2023
4055,54,12/18/2022
4036,135,10/30/2022
4120,57,6/24/2023
4049,125,1/3/2023
3988,101,1/29/2023
4093,134,3/23/2023
4017,,1/28/2023
4070,153,10/17/2022
4056,136,7/20/2023
3959,135,6/7/2023
4057,123,5/8/2023
4022,31,5/9/2023
4034,66,8/9/2023
3980,80,11/23/2022
4017,83,8/16/2023
4033,,2/12/2023
4010,200,7/15/2023
3998,136,8/15/2023
4069,38,4/25/2023
4118,78,12/5/2022
4038,103,7/20/2023
4121,20,7/8/2023
4061,122,10/19/2022
3965,118,8/30/2023
4027,,4/9/2023
3977,73,4/25/2023
4082,18,7/2/2023
4077,99,12/8/2022
4062,32,10/4/2022
4042,40,11/14/2022
4065,70,6/1/2023
3982,198,9/4/2023
3998,99,4/6/2023
4023,166,2/4/2023
4086,52,8/19/2023
3973,62,10/3/2022
4047,25,5/19/2023
4064,146,8/13/2023
4111,147,4/29/2023
4097,,4/29/2023
4040,84,11/22/2022
4073,78,6/28/2023
3964,141,5/10/2023
3970,183,7/21/2023
4121,44,3/21/2023
4121,115,6/4/2023
4004,80,12/19/2022
4118,42,8/31/2023
4070,43,8/26/2023
4121,192,2/27/2023
3991,73,10/5/2022
3957,183,3/9/2023
4059,46,2/5/2023
4008,78,3/8/2023
4117,106,6/10/2023
4035,172,2/10/2023
4037,33,12/2/2022
4104,81,9/30/2023
3978,104,12/24/2022
3985,134,3/13/2023
3997,10,1/25/2023
4020,197,11/8/2022
4089,,9/3/2023
3990,172,1/9/2023
4109,101,6/5/2023
4062,146,9/5/2023
4038,119,8/14/2023
4072,136,3/12/2023
4079,82,4/27/2023
3991,157,11/20/2022
4023,,10/8/2022
4001,97,10/28/2022
4108,22,6/13/2023
4040,,6/9/2023
4029,127,6/12/2023
4007,,1/10/2023
3978,50,8/26/2023
4063,10,12/27/2022
4051,119,11/8/2022
4003,186,6/13/2023
4057,176,3/30/2023
4053,80,11/2/2022
4103,,1/25/2023
4014,31,5/4/2023
3962,176,11/15/2022
3962,,7/23/2023
4099,88,9/6/2023
4122,69,1/1/2023
4113,33,10/25/2022
4117,10,12/16/2022
4015,29,9/22/2023
3979,,3/21/2023
4075,184,8/16/2023
4007,12,7/27/2023
4024,40,8/3/2023
4000,118,11/7/2022
3969,132,7/31/2023
4059,,1/11/2023
4115,197,6/23/2023
4066,36,6/6/2023
4110,86,1/9/2023
4023,,1/17/2023
3995,44,5/25/2023
3979,183,10/22/2022
4051,,1/7/2023
4000,12,3/3/2023
4102,52,1/4/2023
3987,194,3/1/2023
3960,48,3/9/2023
4091,167,2/19/2023
4068,65,5/19/2023
4073,,2/25/2023
4083,,7/10/2023
3987,160,8/9/2023
4014,99,10/2/2022
4009,90,2/17/2023
4005,73,6/11/2023
4025,31,5/10/2023
4030,163,10/15/2022
4083,165,5/17/2023
4054,186,7/2/2023
3990,,5/2/2023
4067,87,12/6/2022
4009,165,1/25/2023
4110,110,3/12/2023
4012,23,11/4/2022
4029,71,10/4/2022
4005,38,9/21/2023
4064,173,5/30/2023
4003,145,5/1/2023
4061,13,3/15/2023
3994,91,11/10/2022
3964,,8/9/2023
4031,155,11/7/2022
4024,149,5/31/2023
4017,130,8/20/2023
4115,28,10/19/2022
4072,,9/19/2023
4020,,7/14/2023
4051,20,4/2/2023
4106,111,11/16/2022
4122,170,6/6/2023
4074,116,9/22/2023
3978,112,2/1/2023
3959,,9/3/2023
4077,167,12/26/2022
3991,,7/4/2023
4039,,8/1/2023
4058,,3/28/2023
4011,49,11/11/2022
4055,110,2/16/2023
4065,176,3/31/2023
4109,26,4/16/2023
4022,121,1/8/2023
3975,71,2/9/2023
3981,,10/20/2022
4099,,8/7/2023
3972,126,11/8/2022
3970,24,7/14/2023
4042,199,4/1/2023
4017,54,6/19/2023
4077,,10/2/2022
4047,189,3/27/2023
4112,,3/28/2023
4110,98,7/7/2023
3968,194,11/11/2022
3958,105,11/19/2022
4021,,3/15/2023
4086,78,5/21/2023
4115,40,2/12/2023
4054,17,2/17/2023
4034,119,8/15/2023
4058,26,4/20/2023
4051,157,9/9/2023
3990,137,4/7/2023
4100,102,2/6/2023
3967,,8/6/2023
4105,52,9/8/2023
4002,75,11/30/2022
4023,156,4/23/2023
4000,39,10/26/2022
4085,140,8/29/2023
4083,,6/10/2023
4043,13,6/1/2023
4076,130,10/3/2022
3990,48,10/27/2022
3979,,2/24/2023
4038,19,10/7/2022
4092,192,7/29/2023
4067,117,2/4/2023
3993,73,10/8/2022
4023,194,3/10/2023
3986,29,3/14/2023
4037,40,3/10/2023
3968,23,12/1/2022
3989,,7/5/2023
4084,21,2/20/2023
4028,27,10/11/2022
4049,82,2/6/2023
4067,89,8/7/2023
4029,151,10/1/2023
4024,104,7/8/2023
4113,154,12/17/2022
4024,199,1/1/2023
4089,128,11/12/2022
4037,136,7/5/2023
4068,60,10/14/2022
3999,149,9/15/2023
4037,72,1/17/2023
4082,,7/30/2023
3995,16,4/15/2023
4099,98,4/21/2023
4119,187,12/23/2022
4069,95,10/22/2022
3970,,2/1/2023
4005,198,6/22/2023
3995,36,4/10/2023
3970,70,7/7/2023
4015,25,7/12/2023
4003,46,4/24/2023
3966,33,9/17/2023
4077,,2/21/2023
4023,143,8/19/2023
3998,105,9/22/2023
4076,31,10/12/2022
4068,139,9/4/2023
3986,,5/17/2023
4083,29,7/2/2023
3967,25,7/5/2023
4070,43,10/8/2022
4048,76,12/18/2022
4100,110,4/20/2023
4081,198,3/15/2023
4074,125,12/21/2022
4083,29,8/9/2023
3985,44,9/24/2023
3994,159,3/24/2023
3988,,11/17/2022
4046,,4/15/2023
3980,90,2/23/2023
4009,147,9/21/2023
4029,63,5/13/2023
4003,128,9/30/2023
4000,40,8/5/2023
4087,,1/15/2023
4026,87,1/14/2023
4101,188,1/31/2023
4106,65,3/26/2023
4011,93,5/3/2023
4106,,12/8/2022
3958,101,1/12/2023
4091,22,10/30/2022
4103,76,1/7/2023
4003,54,8/7/2023
4063,,5/29/2023
3976,125,3/4/2023
4020,150,2/13/2023
4084,128,10/12/2022
3981,,6/16/2023
4041,41,6/18/2023
3963,,10/29/2022
4029,66,5/11/2023
3988,,6/8/2023
4057,105,10/23/2022
4052,175,6/17/2023
4108,,8/7/2023
3984,29,7/14/2023
4039,,6/6/2023
3996,,10/23/2022
3964,123,8/3/2023
3977,33,12/27/2022
4074,94,10/23/2022
4079,,9/14/2023
4073,22,12/1/2022
4117,,8/4/2023
4025,195,9/25/2023
4109,17,8/12/2023
3958,119,11/18/2022
4041,,7/5/2023
3968,57,9/21/2023
4116,124,8/20/2023
4072,18,2/23/2023
4040,167,1/23/2023
4102,85,11/11/2022
3990,150,11/18/2022
4011,32,1/12/2023
3969,45,9/15/2023
4121,174,12/15/2022
4029,144,4/19/2023
4039,149,4/13/2023
3971,107,11/22/2022
3975,101,11/20/2022
4097,134,3/22/2023
4111,154,7/4/2023
4054,109,2/20/2023
3980,16,7/12/2023
4059,66,3/24/2023
4022,,7/16/2023
4002,81,10/26/2022
4018,,3/26/2023
4059,145,12/24/2022
3979,159,4/24/2023
3962,50,2/2/2023
4010,,1/5/2023
3998,78,9/3/2023
4056,198,12/2/2022
4060,,11/28/2022
4029,66,8/2/2023
4122,109,9/2/2023
3996,54,4/26/2023
3987,,10/18/2022
4033,198,3/2/2023
4082,161,5/22/2023
4067,,9/17/2023
4036,155,9/11/2023
4111,154,12/22/2022
3990,136,12/16/2022
4048,54,10/11/2022
3981,33,3/11/2023
4051,,1/25/2023
4088,15,8/5/2023
4008,10,5/30/2023
4082,167,9/14/2023
4071,43,10/5/2022
4056,55,6/2/2023
4078,92,6/3/2023
4025,,2/18/2023
4101,,4/6/2023
4110,46,10/1/2023
4065,144,2/21/2023
3980,28,3/2/2023
4065,179,6/4/2023
4051,35,9/24/2023
4114,92,10/31/2022
4004,,7/1/2023
4068,,9/14/2023
4118,173,9/14/2023
4066,176,12/11/2022
3980,191,8/25/2023
3967,187,1/10/2023
4088,167,11/11/2022
4044,67,5/17/2023
4075,54,11/3/2022
4014,197,2/27/2023
4122,42,4/19/2023
3996,,11/8/2022
4083,,8/14/2023
4091,156,7/22/2023
4118,155,3/24/2023
4122,,2/3/2023
4091,166,7/24/2023
3978,154,2/18/2023
4031,,5/5/2023
4076,94,6/7/2023
4068,70,4/18/2023
3977,91,4/28/2023
4079,,12/8/2022
4033,32,4/28/2023
3995,181,1/2/2023
3989,95,2/6/2023
4033,77,3/18/2023
4020,187,9/26/2023
4090,,7/24/2023
4066,37,4/12/2023
4032,22,10/3/2022
4102,197,4/6/2023
3969,52,1/28/2023
4098,136,10/8/2022
3976,99,12/11/2022
3968,35,4/16/2023
4088,157,11/8/2022
3984,185,7/2/2023
4087,125,3/5/2023
4065,,10/10/2022
4062,85,12/7/2022
3981,,4/11/2023
4075,36,6/7/2023
4102,,7/13/2023
4021,,5/19/2023
4047,197,10/5/2022
4022,,1/20/2023
4106,33,4/18/2023
3977,167,6/23/2023
4085,190,4/25/2023
3961,,10/26/2022
3986,52,3/20/2023
4075,121,10/28/2022
4002,,4/21/2023
4003,,1/31/2023
4057,58,10/23/2022
3968,151,4/22/2023
3978,196,4/22/2023
4063,179,2/1/2023
4033,70,5/12/2023
4037,,10/6/2022
4107,150,4/9/2023
4073,49,10/24/2022
4072,,12/7/2022
4116,,6/30/2023
4024,,8/26/2023
4044,170,11/15/2022
4004,61,8/29/2023
4011,,8/22/2023
4004,173,5/9/2023
3977,30,2/15/2023
4111,39,10/6/2022
4023,111,8/17/2023
3984,179,7/8/2023
4068,174,7/29/2023
4093,57,12/2/2022
3961,107,10/7/2022
3958,124,1/20/2023
4058,,7/29/2023
3986,77,10/24/2022
3960,78,8/1/2023
4000,48,12/1/2022
4079,180,12/25/2022
4074,,11/1/2022
4060,148,1/31/2023
4111,160,8/25/2023
4081,25,10/16/2022
4034,143,12/14/2022
4115,147,4/6/2023
4114,131,12/10/2022
4049,70,10/13/2022
4058,30,8/9/2023
4034,192,2/13/2023
3979,,3/24/2023
3989,142,12/21/2022
3991,183,9/19/2023
3960,47,1/12/2023
4005,,5/25/2023
3985,54,4/9/2023
3961,52,7/20/2023
4005,59,5/29/2023
3963,,9/23/2023
4010,184,8/3/2023
4080,170,4/7/2023
3994,,1/28/2023
4018,91,11/28/2022
4068,27,7/23/2023
4117,,8/30/2023
4094,151,1/5/2023
4005,80,4/20/2023
3979,13,10/23/2022
4034,169,10/27/2022
4075,117,8/17/2023
3994,,7/2/2023
4078,,5/10/2023
4065,159,10/24/2022
3962,35,12/9/2022
3986,154,5/27/2023
3999,83,3/29/2023
3996,98,6/11/2023
4070,77,3/2/2023
4081,134,9/5/2023
4077,131,3/15/2023
3962,,2/10/2023
4072,46,2/18/2023
4106,184,8/20/2023
4019,19,7/31/2023
4008,94,12/11/2022
4032,22,10/24/2022
4102,78,3/14/2023
4057,15,2/25/2023
3970,87,7/14/2023
4042,135,8/7/2023
3959,185,2/23/2023
3983,,9/22/2023
4118,44,2/25/2023
4067,200,3/19/2023
4063,92,1/25/2023
4083,116,6/22/2023
4105,32,11/17/2022
4109,,12/4/2022
4098,114,7/14/2023
4031,142,10/10/2022
3966,24,8/20/2023
4081,50,7/16/2023
4059,,12/2/2022
4081,113,7/9/2023
4088,,8/2/2023
4108,155,4/19/2023
4113,,3/29/2023
4081,,8/20/2023
4016,24,3/30/2023
3972,126,6/30/2023
4092,,1/18/2023
3961,60,2/24/2023
4065,128,2/23/2023
4104,172,3/20/2023
4037,184,4/23/2023
4098,,4/27/2023
3973,162,12/21/2022
4025,131,12/26/2022
4122,99,8/3/2023
4063,76,9/18/2023
4078,186,4/9/2023
3986,,12/17/2022
4083,,12/4/2022
4116,,6/11/2023
4122,64,8/13/2023
4045,175,6/12/2023
4071,62,10/28/2022
4068,114,3/12/2023
3962,184,9/25/2023
3998,,4/28/2023
4030,175,4/14/2023
4006,,10/8/2022
4077,67,1/30/2023
4045,88,4/29/2023
4069,191,11/23/2022
4016,118,5/5/2023
4086,99,12/12/2022
4013,65,3/9/2023
4107,183,7/6/2023
4043,169,5/6/2023
4111,36,10/17/2022
4076,,5/19/2023
3990,105,10/7/2022
4032,162,3/2/2023
4056,86,5/19/2023
4063,133,8/25/2023
4049,,12/19/2022
4077,173,5/5/2023
3998,80,4/27/2023
4116,192,10/10/2022
4010,176,12/8/2022
4029,48,1/10/2023
3979,71,3/31/2023
4080,163,11/3/2022
3990,91,4/7/2023
4001,194,6/17/2023
4008,,4/6/2023
3997,85,10/15/2022
4112,117,11/7/2022
4082,198,4/11/2023
3982,,1/11/2023
4063,156,9/15/2023
4083,97,10/4/2022
4034,66,11/5/2022
4017,173,5/15/2023
4010,181,1/27/2023
4099,86,9/14/2023
3969,178,8/23/2023
3961,56,11/17/2022
4048,130,5/6/2023
4023,,6/13/2023
4048,153,11/19/2022
3997,56,3/12/2023
4001,95,5/6/2023
4085,66,10/29/2022
3965,200,3/28/2023
3973,117,6/28/2023
4043,94,5/15/2023
4067,159,7/21/2023
3986,40,11/2/2022
4115,172,4/11/2023
4015,168,12/7/2022
3987,,1/1/2023
4100,138,2/9/2023
4014,,3/5/2023
4081,145,11/9/2022
4023,23,1/17/2023
4044,48,2/4/2023
4047,,7/31/2023
3968,114,3/18/2023
4099,127,3/8/2023
4025,,5/16/2023
3995,56,7/19/2023
4088,134,2/14/2023
4111,55,10/30/2022
3983,24,9/30/2023
3969,,4/12/2023
4069,53,2/14/2023
4074,50,4/7/2023
3985,32,1/19/2023
3984,,11/20/2022
4113,119,9/15/2023
4113,132,3/14/2023
3983,19,9/22/2023
4100,197,5/29/2023
3967,13,7/27/2023
4086,145,10/29/2022
3983,,3/14/2023
3999,170,5/25/2023
4118,67,12/4/2022
3987,98,7/22/2023
4009,36,11/11/2022
4049,160,8/27/2023
3997,26,6/27/2023
4031,86,8/24/2023
4070,126,7/23/2023
4086,162,7/1/2023
4084,121,4/23/2023
3982,44,5/12/2023
3996,135,3/4/2023
4122,58,4/27/2023
4050,,7/26/2023
4042,113,1/19/2023
3992,,5/9/2023
3988,43,3/20/2023
4008,15,4/18/2023
4069,53,12/4/2022
4063,,7/12/2023
3958,19,1/30/2023
4019,173,1/9/2023
4078,146,3/16/2023
4044,162,8/8/2023
4030,179,6/12/2023
4086,,2/14/2023
4000,22,8/19/2023
3978,116,9/10/2023
4025,41,7/15/2023
4052,131,5/25/2023
4063,62,4/22/2023
4049,171,7/9/2023
4118,,10/5/2022
4019,35,4/11/2023
3995,79,9/18/2023
4092,189,5/29/2023
4064,,10/27/2022
4015,36,1/5/2023
3992,168,2/3/2023
4066,,9/22/2023
4062,,6/3/2023
4061,,6/1/2023
4074,,11/16/2022
4089,,7/6/2023
4049,143,2/14/2023
3964,101,2/4/2023
4070,85,10/5/2022
3994,,8/26/2023
3959,63,11/22/2022
4089,133,7/17/2023
3974,10,1/5/2023
3978,,12/24/2022
4043,,10/15/2022
4037,,8/6/2023
4059,136,4/4/2023
3999,,5/11/2023
4068,,6/9/2023
3972,195,2/2/2023
4057,75,1/21/2023
3966,126,1/7/2023
4121,85,12/14/2022
3995,22,9/20/2023
4104,,9/28/2023
3971,,8/7/2023
4118,,9/24/2023
4090,183,6/4/2023
4032,199,1/18/2023
4064,,9/16/2023
4059,21,12/9/2022
4098,,1/17/2023
4034,,7/18/2023
4037,94,4/27/2023
4045,122,2/27/2023
3959,78,2/11/2023
4028,33,10/22/2022
4092,97,1/5/2023
4113,,7/16/2023
3994,126,12/9/2022
4060,108,3/15/2023
4071,132,2/1/2023
4121,176,12/24/2022
4009,52,4/22/2023
4096,,5/25/2023
4116,25,4/12/2023
4115,50,8/14/2023
4070,,8/1/2023
4045,133,9/1/2023
4060,183,1/5/2023
4007,166,2/11/2023
4034,101,12/25/2022
3978,185,5/14/2023
3966,196,6/1/2023
4094,43,1/31/2023
4042,134,8/16/2023
4056,,9/30/2023
3989,21,12/22/2022
4090,,1/24/2023
4095,13,7/2/2023
4029,183,3/24/2023
4011,200,8/31/2023
3980,154,12/13/2022
4087,181,10/25/2022
4098,142,12/10/2022
4036,189,2/1/2023
4090,120,9/18/2023
4044,73,1/3/2023
4119,179,10/13/2022
3997,108,7/23/2023
3962,,11/19/2022
3964,166,2/7/2023
4095,,9/19/2023
4108,50,10/2/2022
4023,130,11/4/2022
4018,52,5/6/2023
4034,,8/13/2023
4065,71,1/6/2023
4086,81,1/26/2023
3985,,12/30/2022
3972,174,6/23/2023
4052,70,2/21/2023
4023,,3/1/2023
4117,156,12/11/2022
4086,137,1/18/2023
4047,40,3/3/2023
3988,200,6/12/2023
3969,36,9/4/2023
3988,19,11/7/2022
4071,10,8/7/2023
4033,164,7/31/2023
4103,173,6/27/2023
3958,140,12/17/2022
4073,177,8/9/2023
4043,97,10/6/2022
4017,23,9/11/2023
4105,126,6/6/2023
4101,168,3/20/2023
4117,193,3/15/2023
4093,193,11/14/2022
4109,34,3/19/2023
4016,66,2/16/2023
4046,,9/20/2023
4033,172,3/26/2023
4029,84,12/5/2022
4103,105,4/19/2023
3992,21,10/31/2022
4053,136,5/16/2023
4090,,3/16/2023
4020,194,5/13/2023
3983,75,7/20/2023
4040,58,9/20/2023
4089,,8/9/2023
4106,65,8/16/2023
4006,58,11/6/2022
4049,37,1/13/2023
4073,21,7/11/2023
3982,182,1/23/2023
3994,125,12/4/2022
4065,160,10/17/2022
4062,44,10/3/2022
3977,11,4/21/2023
3980,22,2/24/2023
3972,120,2/4/2023
4065,133,1/19/2023
3990,55,9/11/2023
4078,54,12/20/2022
4011,42,1/4/2023
4071,,5/11/2023
3976,165,8/18/2023
4051,139,12/18/2022
4091,117,12/6/2022
4060,187,6/11/2023
4107,80,5/20/2023
4100,97,5/29/2023
4089,125,5/29/2023
4058,45,1/21/2023
4024,189,1/14/2023
4106,141,11/9/2022
4084,189,5/2/2023
4119,90,6/18/2023
4065,151,9/25/2023
4069,61,10/19/2022
4082,192,4/23/2023
4063,98,4/25/2023
3998,43,3/3/2023
3993,176,6/3/2023
4086,55,10/16/2022
